id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
1882,RACE-H,The author thinks that the well-known TV personality   _  .,forces his own views on the public,holds one-sided views on advertising,can't tell persuasion from information,is interested in nothing but the buyers' attention,0.28,"[-22.142319679260254, -31.750729963183403, -30.86000220477581, -34.14057093858719]",0,1,0.9013418,0.75,0.908,0.0,1.2,A,D,False
1883,RACE-H,Which of the following opinions does the author probably accept?,There is nothing wrong with advertising in persuading buyers.,Advertising can prevent low-quality articles from entering markets.,Advertising informs people of new ideas rather than wins them over.,Buyers are not interested in getting information from advertisements.,0.28,"[-35.92285888269544, -61.17818337678909, -55.26654555788264, -33.32711085677147]",3,0,0.87084925,0.75,2.403,0.0,2.785,D,A,False
1884,RACE-H,What is the passage mainly about?,Advertising and promotion.,Informative function of advertising.,Advantages and disadvantages of advertising.,Benefits of advertising and its characteristics.,0.28,"[-39.9496955871582, -43.47062686085701, -21.444462031126022, -50.09279537200928]",2,3,0.8837596,0.0,2.126,0.0,2.865,C,B,False
1885,RACE-H,The following factors are important in making the voice of China popular EXCEPT   _  .,the unique quality of the voice of China,the policy support from SARFT and the administrative department,the favorable broadcasting time.,the shortage of good opponents,0.28,"[-23.93012385815382, -32.216282049776055, -29.953791737556458, -26.473791901022196]",0,0,1.0,1.0,0.636,0.0,0.829,A,D,False
1886,RACE-H,The passage mainly tells us   _,the draft shows of Hunan Satellite TV still cause our attention,the voice of Chinais not a real draft show,the reasons for Hunan Satellite TV is losing its leading position,the advantages of the voice of China,0.28,"[-45.67736471223179, -22.510467156767845, -28.516391937155277, -18.156365666538477]",3,2,0.8677662,1.0,2.092,0.0,2.752,D,A,False
1887,RACE-H,What's the author's attitude towards the voice of China?,supportive,optimistic,hopeful,doubtful,0.28,"[-30.696165084838867, -31.77047348022461, -32.3239860534668, -46.48909091949463]",0,3,0.99928355,0.0,1.295,1.0,1.579,A,D,False
1888,RACE-H,The two thieves failed to steal anything from the house because   _  .,they were found out,they were frightened by what they had heard in the house,they didn't work together well with each other,mice stopped them from doing so,0.28,"[-12.242538690567017, -28.739332158118486, -28.879220676375553, -35.331919461488724]",0,1,0.8727382,0.5,1.708,0.0,2.309,A,D,False
1889,RACE-H,"When the woman said, ""How they look like the two of last night!""   _  .",she referred to the two thieves,she meant nothing,she said it on purpose,she referred to the mice,0.28,"[-18.08988832309842, -16.470664262771606, -19.68621736764908, -17.335060823708773]",1,3,0.85581857,0.75,0.236,0.0,0.322,B,C,False
1890,RACE-H,"""  _  ""is the best title for this passage.",Two Clever Thieves,Terrible Mice,Hit the Mark by a Fluke,A Clever Coupe,0.28,"[-26.522075653076172, -23.65631702542305, -48.35839104652405, -34.381908893585205]",1,2,0.79808056,0.5,1.915,0.0,2.47,B,C,False
1891,RACE-H,Which of the following statements is NOT true?,The two thieves not only failed to steal things but also lost their sweet potatoes.,"Whenever they found mice, the people in the house would try to catch them.","The two thieves ran away at once, because they thought the woman had seen them.","The man let the woman go home for a rope, which would be used for catching the thieves.",0.28,"[-48.183218674734235, -45.88000848516822, -35.030836783349514, -58.58889517188072]",2,3,0.88500494,1.0,1.674,1.0,2.356,C,B,False
1892,RACE-H,"About William, which of the following is true?",His IQ reached between 220 and 230.,"At the age of 16, he graduated from a grammar school.","At the age of 6, he graduated with both Master's and Bachelor's degrees.","At the age of 11, he became the youngest student at the Harvard University.",0.28,"[-26.47010725736618, -28.162119114771485, -31.295653943903744, -24.269355315715075]",3,3,1.0,0.75,0.513,1.0,0.703,D,A,False
1893,RACE-H,How many people with remarkable IQ are mentioned in the passage?,3,4,5,6,0.28,"[-10.289396286010742, -10.456131935119629, -10.762113571166992, -11.116111755371094]",0,1,0.99981576,0.0,0.063,1.0,0.083,A,D,False
1894,RACE-H,Who once worked on the project to conquer planet Mars?,William,Terence Tao,Christopher Hirata,Albert Einstein,0.28,"[-11.88509750366211, -9.858013106510043, -10.882126191514544, -7.597029222175479]",3,2,0.8384208,0.0,0.318,1.0,0.429,D,A,False
1895,RACE-H,From the passage we can know that  _  .,".when William graduated from the Harvard University, he got the highest scores","at the age of 2, Terence solved basic arithmetic questions on his own",Christopher Hirata is a Japanese,researchers have found out why Albert Einstein was so brilliant,0.28,"[-45.264253199100494, -27.764832095243037, -18.31327317887917, -67.60623593628407]",2,1,0.81796724,0.75,3.754,0.0,4.929,C,B,False
1896,RACE-H,From the passage we can see_.,the jobless are eager to practice yoga,people want to hunt for jobs by practicing yoga,those practicing yoga don't worry about employment,those practicing yoga want to seek peace in the hard times,0.28,"[-25.395434081554413, -37.52394187450409, -29.38106855005026, -40.3410432562232]",0,3,0.91022795,0.5,1.205,1.0,1.495,A,D,False
1897,RACE-H,Which of the following is true according to the passage?,Meditation classes have been added to attract customers.,Some yoga instructors will lose their jobs in the hard times.,The well-heeled membership will be affected in the hard times.,People practice yoga because they are afraid of being jobless.,0.28,"[-59.634427189826965, -37.84206147491932, -54.1210020808503, -30.847608163952827]",3,0,0.88075566,1.0,2.34,0.0,2.879,D,A,False
1898,RACE-H,How can we describe the writer's attitude toward life?,Practical,Passive,Disappointed,Positive,0.28,"[-29.010784149169922, -37.20407676696777, -14.776217341423035, -35.484079360961914]",2,3,0.84746134,0.0,1.765,0.0,2.243,C,B,False
1899,RACE-H,What did the writer do before he finally decided to move to China?,Engineer-extra-marketing-engineer,Extra-marketing-engineer,Engineer-extra-marketing,Extra-engineer-marketing,0.28,"[-66.83877347037196, -41.33306939713657, -59.632799208164215, -41.9655791670084]",1,1,1.0,0.0,2.218,0.0,2.551,B,C,False
2000,RACE-H,How often can the volunteers take a shower?,three times a month,three times a day,ten days a month,ten times a month,0.32,"[-13.379719585180283, -11.459238916635513, -18.27764344215393, -16.004017233848572]",1,0,0.9381691,1.0,0.517,0.0,0.682,B,C,False
2001,RACE-H,Where can you read the article?,story book,geography magazines,science magazines,magazines about ET,0.32,"[-20.711100578308105, -40.58657169342041, -20.416436195373535, -46.8954815864563]",2,2,1.0,0.0,2.36,1.0,2.648,C,B,False
2002,RACE-H,The man climbing up to the girl's balcony   _,was actually a wanted thief,was put into prison in the end,thanked the police for setting him free,was treated badly by the police,0.32,"[-22.360931038856506, -30.418956518173218, -42.52670706808567, -24.18469062447548]",0,1,0.8669866,1.0,1.579,1.0,2.017,A,D,False
2003,RACE-H,"The best title for the first news item might be ""  _  .""",A burglar's love,A burglar boyfriend,Flowers and wine,Price for being romantic,0.32,"[-26.32971377298236, -29.002818059176207, -35.66084098815918, -38.149577140808105]",0,3,0.83938175,0.25,0.959,0.0,1.182,A,D,False
2004,RACE-H,The public paid more attention to the smoker because   _  .,he died after smoking for many years,he had the sign put on his hearse and his grave,he died of a lung disease without any treatment,he wanted the sign left on his grave for one day,0.32,"[-20.452694036066532, -26.93558501827647, -32.3668509721756, -32.751453906297684]",0,1,0.8416305,1.0,0.998,0.0,1.23,A,D,False
2005,RACE-H,Which of the following is NOT true?,The sign will be printed on the packet of cigarettes.,The signs were also shown in the windows of the hearse.,The smoker wanted to tell people how bad it was to smoke.,The smoker regretted forming the habit of smoking.,0.32,"[-37.4886215031147, -41.09271748340689, -44.16019120812416, -43.63390886038542]",0,0,1.0,1.0,0.528,0.0,0.667,A,D,False
2006,RACE-H,Why did Matthew Knowles drive a taxi?,"He took part in the project ""Dear to speak""",He played the role of a taxi driver in a film.,He enjoyed chatting with people in English.,He wanted to improve his Chinese while driving.,0.32,"[-38.787560164928436, -29.76309634000063, -28.053016632795334, -32.017918948084116]",2,0,0.8682873,1.0,0.816,1.0,1.073,C,B,False
2007,RACE-H,"The Chinese may meet and talk to   _   in ""Dear to speak"" projects.",a white-collar worker,a foreign store owner,a restaurant manager,a high school student,0.32,"[-18.143383003771305, -21.064733438193798, -23.944602251052856, -19.442551016807556]",0,1,0.8953576,1.0,0.433,1.0,0.58,A,D,False
2008,RACE-H,"The purpose of the project ""Dear to Speak"" is to   _   .",attract more foreigners to start business in China,draw Chinese people's attention to IELT,remind language learners of the goal of learning,give more chances for English learners in China,0.32,"[-42.6806860268116, -26.596005020663142, -40.50167253613472, -26.619548961520195]",1,2,0.86037326,0.75,1.506,1.0,1.608,B,C,False
2009,RACE-H,Which of the following can best serve as the title of the passage ?,The Importance of Handwriting and Typing .,To Type or to Handwrite .,Writing by Computer Will Replace Writing by Hand,Practical and Aesthetic Value of Chinese Characters,0.32,"[-33.21564454259351, -26.117515847086906, -37.86739022471011, -40.766475573182106]",1,1,1.0,0.5,1.107,0.0,1.465,B,C,False
2010,RACE-H,The students interviewed prefer to write using a computer mainly because    _    .,they are usually asked to email their homework and essays,they can correct the mistakes they make quickly and conveniently,they find it not easy to remember how to write a character,computers have become a trend and fashion in China,0.32,"[-38.990017376840115, -35.317417204380035, -33.1171661503613, -51.533780097961426]",2,1,0.88017654,1.0,1.425,1.0,1.842,C,B,False
2011,RACE-H,Which of the following statements is NOT true of the advantages of handwriting ?,Handwriting contains the writer's emotion .,The writer's thinking and personality are shown in his or her handwriting .,Handwriting can impress people well and build one's self-confidence .,Chinese characters enjoy both practical and aesthetic value .,0.32,"[-18.796536361332983, -39.748734823893756, -50.19375827908516, -17.412902261596173]",3,2,0.8604635,1.0,2.788,1.0,3.278,D,A,False
2012,RACE-H,We can draw the conclusion from the passage that    _    .,more and more students will give up writing on a computer,writing by hand will give way to typing by computer one day,more and more students will pay attention to handwriting,the typing article better expresses one's emotion and quality,0.32,"[-33.75386740081012, -40.45577619597316, -33.391096422448754, -62.78599548339844]",2,2,1.0,0.5,2.398,0.0,2.939,C,B,False
2013,RACE-H,"When the author lived in Cincinnati,   _  .",she lived in a real castle,some people were not very kind to her,many people were curious about her motherland,she lived in the biggest house in the neighborhood,0.32,"[-20.14322930574417, -25.146804630756378, -33.49370241165161, -23.928428173065186]",0,2,0.85828036,0.5,0.975,1.0,1.335,A,D,False
2014,RACE-H,"In the opinion of the author, life in Cincinnati was   _  .",wonderful,hard,painful,strange,0.32,"[-31.744709014892578, -9.45411205291748, -22.875675201416016, -26.658035278320312]",1,0,0.99959546,0.0,1.652,0.0,2.229,B,C,False
2015,RACE-H,Which of the following statements is TRUE about the author?,She lived with her mother in a big house in Germany.,She never went back to Cincinnati after she came back to Germany.,She seldom hung out with her American friends as she was too busy.,She did miss her friends in Cincinnati when she was at the TU-Dresden.,0.32,"[-31.53080552816391, -36.45294609665871, -52.460927637293935, -44.96452041179873]",0,3,0.87248045,0.75,1.603,0.0,2.093,A,D,False
2016,RACE-H,What is the best title for this passage?,University life in Germany,My culture shock experience,Advantages of living in USA,How to be an au pair in USA,0.32,"[-23.99150002002716, -19.902308732271194, -27.956449203193188, -31.625782118178904]",1,1,0.99999994,0.25,0.875,1.0,1.172,B,C,False
2017,RACE-H,Amy's letter showed that   _   .,her school wasn't a good place for students like her,her schoolmates cannot understand her disability,she wanted to win Christmas Wish Contest,she was often ignored in and out of class,0.32,"[-38.562769174575806, -34.68184304237366, -30.779701560735703, -36.8693670053035]",2,1,0.84373415,0.25,0.582,1.0,0.778,C,B,False
2018,RACE-H,The postman was a regular at the Hagadorn house because   _   .,he had to send letters to Amy daily,he was quite curious about Amy,he went to encourage Amy frequently,he was moved by Amy's story,0.32,"[-25.76299750804901, -22.681752800941467, -33.31850278377533, -16.02236019447446]",3,0,0.8905577,1.0,1.243,0.0,1.73,D,A,False
